Name,Type,Giver,Location,Material Required 1,Material Amount 1,Material Required 2,Material Amount 2,Material Required 3,Material Amount 3,Caption Start,Caption 2,Caption 3,Caption 4,Caption 5,Caption 6,Caption 7,Caption 8,Caption 9,Caption 10,Caption 11,Caption 12,Caption 13,Caption 14,Caption 15,Caption 16,Caption 17,Caption Complete,Shrine,ID,Menu Order,SortIndex,Type Sort
The Missing Owner,Side Quest,Cara,Gerudo Town,-,-,-,-,-,-,"Cara, the jewelry shop worker, is troubled.
It seems the shop's owner went out into the
desert to find adornments and has yet to return.

She told Cara that she would be searching the
Toruma Dunes.","Isha was so focused on finding materials that
she accidentally wandered into a Molduga's
territory.

Molduga are sensitive to sound and
will devour anything they notice, so Isha can't
move even a single step.","You defeated the Molduga and rescued Isha.

She asked you to come visit her at her shop in
Gerudo Town so that she can thank you.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cara was thrilled to see Isha again and gave
you a reward for bringing her back. It seems
like Isha has a reward for you too.

She asked you to visit her shop on the surface
when you can.",-,AisyaRescue,231,5916,04
To the Ruins!,Side Quest,Pokki,Gerudo Town,-,-,-,-,-,-,"Pokki wants to investigate some ruins where
huge statues face each other.

However, she lost the map that showed the
location of the ruins, so she's in a tough spot.","Pokki was planning to investigate some ruins,
but she's run into some trouble after losing the
map that showed their location. She knows that
the site has huge statues facing each other and
that it is located in the eastern part of the
desert, but she doesn't know exactly where.
Use a sleigh seal to carry Pokki to find the
ruins she is looking for.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You and Pokki reached some ruins that
matched the description you had, so Pokki
can begin her investigation. She seems
overjoyed to have finally reached the ruins.",-,JobSunazarashi,232,5917,04
Decorate with Passion,Side Quest,Boraa,Kara Kara Bazaar,-,-,-,-,-,-,"Boraa was asked by her mentor to decorate a
weapon, but she was stumped by the specific
request to make it sparkle and radiate burning
passion. She's also unable to use monster
parts in the task.

Perhaps she would benefit from seeing a
weapon to use as a reference?","Boraa was troubled by a mentor's request.
She was unsure how to go about decorating a
weapon, but once you showed her a weapon
that sparkled and radiated burning passion, her
worries subsided.

Make some space in your pouch, then accept
the reward for your efforts.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Boraa was troubled by a mentor's request.
She was unsure how to go about decorating a
weapon, but once you showed her a weapon
that sparkled and radiated burning passion, her
worries subsided. To thank you for your help,
she gave you an item that you could attach to
a weapon of your own.",-,MakeChemicalWeapon,233,5922,04
Lost in the Dunes,Side Quest,Benja,Kara Kara Bazaar,-,-,-,-,-,-,"Ponthos, a bushy-bearded caravan traveler,
went out through the west entrance and hasn't
returned yet. Standard caravan practice is to
wait in a conspicuous location—near a tall
structure, for example—when lost in the desert.

But since a sinkhole is also in this area, finding
Ponthos isn't going to be easy.","You found the caravan traveler, Ponthos,
stuck below the sinkhole.

There doesn't seem to be an exit, and Ponthos
is just about ready to give up.","You smashed through some rocks and made a
passageway to a ladder leading to the surface.
Ponthos climbed the ladder and headed back to
his worried friends.

He said something about a reward waiting for
you at Kara Kara Bazaar.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You rescued Ponthos, a missing caravan
traveler, from the sinkhole. As a reward, he
gave you his prized orb. He said there is
someone in Gerudo Town who knows more
about the orb.",-,SearchCaravan,234,5923,04
A Picture for the Closed Stable I,Side Quest,Piaffe,Gerudo Canyon Stable,-,-,-,-,-,-,"Piaffe, owner of Gerudo Canyon Stable, wants
to hang a painting of Spectacle Rock when it
appears to be smiling. The famed spot can be
found on the map. The Rito who've flown
over it say this grin is best seen from above.

Maybe there's a way to take a picture of it and
show it to Piaffe.","Piaffe, the owner of Gerudo Canyon Stable, is
pleased to have a painting of the smiling
Spectacle Rock hung up on the wall of 
his establishment.

He was going to give you a reward, but your
inventory was full. Be sure to trim your
belongings before you accept his gift.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Piaffe, the owner of Gerudo Canyon Stable, is
pleased to have a painting of the smiling
Spectacle Rock hung up on the wall of 
his establishment.

Still, he's happy to replace it with a different
picture of the rock. Just show him a new image
and he'll make a copy to put on display.",-,PhotoSpot_Challenge_09,235,5961,04
A Picture for the Closed Stable II,Side Quest,Piaffe,Gerudo Canyon Stable,-,-,-,-,-,-,"Piaffe, the owner of Gerudo Canyon Stable,
wants to decorate the establishment with a
painting of a giant sword, which is said to be
found in the Gerudo Highlands.

Maybe there's a way to take a picture of it and
show it to Piaffe.","Piaffe, the owner of Gerudo Canyon Stable,
is pleased to have a picture of the Forgotten
Sword hung on the wall of the stable.

He was going to give you a reward, but your
inventory was full. Be sure to trim your
belongings before you accept his gift.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Piaffe, the owner of Gerudo Canyon Stable,
is pleased to have a picture of the Forgotten
Sword hung on the wall of the stable.

Still, he's happy to replace it with a different
picture of the sword. Just show him a new
image and he'll make a copy to put on display.",-,PhotoSpot_Challenge_09_2,236,5962,04
"Piaffe, Packed Away",Side Quest,Piaffe,Gerudo Canyon Stable,-,-,-,-,-,-,"Gerudo Canyon Stable is being shut down
after the abnormal weather dried up their
supply of customers.

Unfortunately for Piaffe, the building is packed
full of rubbish and he can't bring himself to
clean it all up. It's a tough situation to be in
when he's supposed to dispose of it all.","Piaffe offered you a Pony Point as thanks for
helping clean up the stable.

However, because Gerudo Canyon Stable is
officially shut down, you'll need to register as
a stable member somewhere else.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You tidied the clutter filling up the stable.
Now Gerudo Canyon Stable can finally close its
doors once and for all. Piaffe was appreciative,
but he also seemed a little sad...",-,RescueHost,237,5963,04
Gleeok Guts,Side Quest,Malena,Gerudo Canyon,Gleeok Guts,1,-,-,-,-,"Malena's husband became sick during their
wedding adventure. She's upset that she
pushed him past his limits, but it seems that
Gleeok guts will cure him.

Unfortunately, they come from a three-headed
monster flying over Gerudo Canyon.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You delivered the Gleeok guts that Malena
needed to cure her husband Platt's illness.

He's back in good health, so now they intend
to continue on their wedding adventure.",-,GerudoCanyon_GleeokLiver,238,5981,04
Disaster in Gerudo Canyon,Side Quest,Quince,Gerudo Canyon Pass,-,-,-,-,-,-,"Quince got separated from his three friends on
a trip to Gerudo Canyon. He's been waiting and
waiting, but they haven't returned.

He thinks in daytime, they're likely to rest in a
cave or some shade by the roadside. At night,
they might make a fire to deal with the cold.
Be sure to help them out if you see them.","Quince got separated from his three friends on
a trip to Gerudo Canyon. You found one, but
two are still lost.

He thinks in daytime, they're likely to rest in a
cave or some shade by the roadside. At night,
they might make a fire to deal with the cold.
Be sure to help them out if you see them.","Quince got separated from his three friends on
a trip to Gerudo Canyon. You found two, but
one is still out there.

He thinks in daytime, they're likely to rest in a
cave or some shade by the roadside. At night,
they might make a fire to deal with the cold.
Be sure to help them out if you see them.","Quince met with disaster in Gerudo Canyon, but
you found his missing friends.

Go and report the good news to Quince, who
is worrying by the Digdogg Suspension Bridge.",-,-,-,-,-,-,-,-,-,-,-,-,-,"Quince and his friends were lost in Gerudo
Canyon, but you reunited them. It looks like
they'll resume traveling together.",-,NewCanyonMissingPersonsCase,239,5982,04
The Great Tumbleweed Purge,Side Quest,Barles,Gerudo Canyon,-,-,-,-,-,-,"Barles is trying to clean up a mountain of
garbage but can't cope with a large number
of tumbleweeds that have blown in. She's
tried to dispose of them one by one, but
they just keep rolling back.

If she could only get rid of the tumbleweeds,
then she'd make some progress on cleaning.","You cleaned up all of the tumbleweeds for
Barles. She wanted to give you a reward
for your trouble, but your pouch was full.

Make some room in order to accept her gift.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You cleaned up the tumbleweeds that were
piling up in the mountain of garbage. After
they were gone, Barles gave you her thanks
and was eager to take on cleaning up the
garbage pile...somehow.",-,GerudoCanyon_TumbleweedSweep,240,5983,04
Heat-Endurance Contest!,Side Quest,Rahdo,Gerudo Canyon,-,-,-,-,-,-,"Rahdo has challenged you to a contest of
endurance. To win, you must stand atop a pillar
through the heat of the day in nothing but
your underwear.

So long as you do not touch the ground, you're
allowed to do whatever it takes to endure.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You managed to defeat Rahdo in his
heat-endurance contest.

Recognizing your mighty endurance, Rahdo
departed on a training journey to temper
himself even further.",-,GerudoCanyon_24hEnduranceComparison,241,5984,04
Cold-Endurance Contest!,Side Quest,Rahdo,Gerudo Canyon,-,-,-,-,-,-,"Rahdo has challenged you to a contest of
endurance. To win, you must stand atop a pillar
through the cold of the night in nothing but
your underwear.

So long as you do not touch the ground, you're
allowed to do whatever it takes to endure.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You managed to defeat Rahdo in his
cold-endurance contest.

However, Rahdo refused to take your victory
lying down and immediately challenged you to
a heat-endurance contest.",-,GerudoCanyon_ColdEnduranceComparison,242,5985,04
The Iceless Icehouse,Side Quest,Anche,Northern Icehouse,-,-,-,-,-,-,"Anche, who runs the icehouse, is having a
problem. The temperatures in the desert have
risen high enough that it's nearly impossible for
ice to form.

Anche is busy trying to figure out how to
make ice.","You were able to make some ice, but it turns
out the ice must be as wide as the alcove.

Anche has asked you to adjust the size of the
ice and place it in the alcove.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You gave Anche the ice she asked for, and she
let you know that you can always come back
and keep helping her since she'll probably
need more ice at least once a day. She'll even
prepare some rewards for you as thanks for
your help.",-,TakeOfIce,243,5991,04
Where Are the Wells?,Side Quest,Fera,-,-,-,-,-,-,-,"Fera wants to visit all of the wells in Hyrule
and asked you to tell her the locations of any
wells that you know. She said she is going to
go see the Lookout Landing Well.

There are a total of wells in Hyrule. So far,
you've told her the locations of of them.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You told Fera the locations of all the wells in
Hyrule. She was delighted and said she intends
to set out on a journey to visit all of them.",-,WellCollection,244,6001,04
Ancient Blades Below,Side Quest,Mining Construct,Spirit Temple,Zonaite,50,-,-,-,-,"A Mining Construct in the Spirit Temple is
gathering materials per Mineru's orders.

If you give the construct 50 pieces of zonaite,
it will give you an ancient blade it excavated
from the Depths.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"When you handed over the zonaite that the
Mining Construct requested, it gave you an
ancient blade in exchange.

Should you need another, the construct will
trade with you again for an additional 50 pieces
of zonaite.",-,Zonau_GeniusWeapon,245,6291,04
The North Lomei Prophecy,Side Quest,Mysterious Voice,North Lomei Labyrinth,-,-,-,-,-,-,"At the entrance to a labyrinth in northeast
Tabantha, there is a tablet engraved with words
of prophecy. It says whoever wakes the dragon
ring deep in the maze will be rewarded.

When you reached the deepest part of the
labyrinth, a voice told you to visit the west side
of the labyrinth of the sky.","When you reached the deepest part
of the northeast Tabantha labyrinth,
a voice told you to visit the west side
of the labyrinth of the sky.","At the entrance to the giant ruin floating in the
sky above northeast Tabantha, you heard
a voice once again.

The voice told you to activate the four terminals
hidden within the labyrinth.","In the labyrinth floating in the sky above
northeast Tabantha, a voice told you to 
activate the four terminals.

You have activated one of the hidden terminals.
Three remain. If you do as the voice instructed,
who knows what may happen?","In the labyrinth floating in the sky above
northeast Tabantha, a voice told you to 
activate the four terminals.

You have activated two of the hidden terminals.
Two remain. If you do as the voice instructed,
who knows what may happen?","In the labyrinth floating in the sky above
northeast Tabantha, a voice told you to 
activate the four terminals.

You have activated three of the hidden
terminals. One remains. If you do as the voice
instructed, who knows what may happen?","In the labyrinth floating in the sky above
northeast Tabantha, a voice told you to 
activate the four terminals.

You did as instructed, and a new terminal
appeared on the roof of the labyrinth...","You activated the fifth and final terminal
atop the labyrinth floating in the sky above
northeast Tabantha. A voice said:

""From high above, to far below... Prove your
courage by diving into the depths of the earth.
The final way shall open to you.""",-,-,-,-,-,-,-,-,-,"The labyrinths in northeast Tabantha were
meant to test the talents of those who
entered, built by someone calling themself
""the ruler of owls.""

You don't understand any more than that.
If anything, this experience has only deepened
the mystery.",-,Connect_TabantaMaze,246,7101,04
